DrugBank_ID,DrugBank_SMILES
DrugBank_365,CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-]
DrugBank_366,CC(C)C1=C(C(=C(C(=N1)C(C)C)COC)C2=CC=C(C=C2)F)C=CC(CC(CC(=O)O)O)O
DrugBank_367,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
DrugBank_368,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F
DrugBank_369,C=C1C(CC(C1CO)O)N2C=NC3=C2N=C(NC3=O)N
DrugBank_370,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C
DrugBank_371,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O
DrugBank_372,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O
DrugBank_373,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
DrugBank_374,C1CC(=C(N2C1C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl
DrugBank_375,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
DrugBank_376,CC(C)(C)C(=O)OC1=C(C=C(C=C1)C(CNC)O)OC(=O)C(C)(C)C
DrugBank_377,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F
DrugBank_378,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N
DrugBank_379,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N
DrugBank_380,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)O)C(=O)NCO)N(C)C)O
DrugBank_381,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2
DrugBank_382,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1
DrugBank_383,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)O
DrugBank_384,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC
DrugBank_385,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31
DrugBank_386,CC1=CC(=C(C(=C1C=CC(=CC=CC(=CC(=O)O)C)C)C)C)OC
DrugBank_387,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC
DrugBank_388,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C.[Br-]
DrugBank_389,CCC1(C(=O)NC(=O)N(C1=O)C)CC
DrugBank_390,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
DrugBank_391,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O
DrugBank_392,CC(=C)C1C2C3C4(C(C1C(=O)O2)(CC5C4(O5)C(=O)O3)O)C.CC12C3C4C(C(C1(CC5C2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O
DrugBank_393,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
DrugBank_394,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
DrugBank_395,CN1C(=C(C2=C(S1(=O)=O)C=CS2)O)C(=O)NC3=CC=CC=N3
DrugBank_396,CCCCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)C)O
DrugBank_397,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O
DrugBank_398,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
DrugBank_399,CC(CNC1CCCCC1)OC(=O)C2=CC=CC=C2
DrugBank_400,CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C
DrugBank_401,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O
DrugBank_402,CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32
DrugBank_403,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
DrugBank_404,CC(C12CC3CC(C1)CC(C3)C2)N
DrugBank_405,C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N
DrugBank_406,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N
DrugBank_407,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O
DrugBank_408,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F
DrugBank_409,CC[N+](CC)(CC)CCOC1=C(C(=CC=C1)OCC[N+](CC)(CC)CC)OCC[N+](CC)(CC)CC.[I-].[I-].[I-]
DrugBank_410,C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br
DrugBank_411,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
DrugBank_412,CCCCCCC(C)(C)C1=CC(=C2C3CC(=O)CCC3C(OC2=C1)(C)C)O
DrugBank_413,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)O
DrugBank_414,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C
DrugBank_415,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O
DrugBank_416,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4
DrugBank_417,C1C(C(C(C(N1CCO)CO)O)O)O
DrugBank_418,CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2CC(CC2C(=O)O)C3CCCCC3
DrugBank_419,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O
DrugBank_420,CCN(CC)C(=O)C(=CC1=CC(=C(C(=C1)O)O)[N+](=O)[O-])C#N
DrugBank_421,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-]
DrugBank_422,C1CN(CC1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5
DrugBank_423,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
DrugBank_424,C1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O
DrugBank_425,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F
DrugBank_426,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O
DrugBank_427,CC1=C(N=CN1)CSCCNC(=NC)NC#N
DrugBank_428,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F
DrugBank_429,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O
DrugBank_430,C=CCN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O
DrugBank_431,CC[N+](CC)(CC)CCC(C1CCCCC1)(C2=CC=CC=C2)O
DrugBank_432,CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-]
DrugBank_433,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F
DrugBank_434,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N
DrugBank_435,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)OC(=O)C)O
DrugBank_436,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O
DrugBank_437,C(CCC(=O)O)CCN
DrugBank_438,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC
DrugBank_439,N.N.Cl[Pt]Cl
DrugBank_440,O.O=[Al]O[Al]=O.O=[Si]=O
DrugBank_441,CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C.[Br-]
DrugBank_442,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC
DrugBank_443,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCCC3CC2C(=O)O
DrugBank_444,CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(C(NC(=O)C2C(CCN2C(=O)C(NC(=O)C(NC(=O)C3CC(CN3C(=O)C(NC1=O)C(C)O)O)C(C(C4=CC=C(C=C4)O)O)O)C(CCN)O)O)NCCN)O
DrugBank_445,CC(C)(C)NCC(COC1=CC=CC2=C1CCC(=O)N2)O
DrugBank_446,C1=CC=C(C=C1)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)NC3=CC=C(C=C3)C(=O)O
DrugBank_447,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
DrugBank_448,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl
DrugBank_449,CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=CC=CC=C3C=C2
DrugBank_450,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2]
DrugBank_451,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC
DrugBank_452,CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)CN(C)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC
DrugBank_453,C(=O)(O)P(=O)(O)O
DrugBank_454,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC
DrugBank_455,C1CNP(=O)(OC1)N(CCCl)CCCl
DrugBank_456,CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2
DrugBank_457,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3
DrugBank_458,COC(CNC(=O)N)C[Hg]Cl
DrugBank_459,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NO)C3=CSC(=N3)N)SC1)C(=O)O
DrugBank_460,C(=N)(N)N
DrugBank_461,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
DrugBank_462,COCCNC(=O)CN(CCN(CCN(CC(=O)NCCOC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3]
DrugBank_463,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3
DrugBank_464,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
DrugBank_465,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
DrugBank_466,CCOC(=O)C(CCC1=CC=CC=C1)NC2CCC3=CC=CC=C3N(C2=O)CC(=O)O
DrugBank_467,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
DrugBank_468,C1=C(C(=O)NC(=O)N1)F
DrugBank_469,C[N+]1=CC=CC(=C1)OC(=O)N(C)C
DrugBank_470,CN(C)CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4
DrugBank_471,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)F)C
DrugBank_472,C(CCCC(=O)O)CCCC(=O)O
DrugBank_473,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC
DrugBank_474,CCCC1=CC(=O)NC(=S)N1
DrugBank_475,CC(=O)NO
DrugBank_476,C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O
DrugBank_477,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2
DrugBank_478,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3
DrugBank_479,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N
DrugBank_480,C(C(F)(F)F)(C(F)(F)F)(F)F
DrugBank_481,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
DrugBank_482,CC(=O)NC1C(C=C(OC1C(C(CO)O)O)C(=O)O)N=C(N)N
DrugBank_483,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC
DrugBank_484,CC(C)(C)NCC(=O)NC1=CC(=C2CC3CC4C(C(=O)C(=C(C4(C(=O)C3=C(C2=C1O)O)O)O)C(=O)N)N(C)C)N(C)C
DrugBank_485,CCN1CC(C(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3)CCN4CCOCC4
DrugBank_486,C1=CC=C(C=C1)CSCC2=NS(=O)(=O)C3=CC(=C(C=C3N2)Cl)S(=O)(=O)N
DrugBank_487,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
DrugBank_488,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N
DrugBank_489,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C
DrugBank_490,C(C(C(=O)O)S)(C(=O)O)S
DrugBank_491,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O
DrugBank_492,C1CN(CCN1CC=CC2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4
DrugBank_493,COC1C(C(C(C(O1)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)COS(=O)(=O)O)OC4C(C(C(C(O4)C(=O)O)OC5C(C(C(C(O5)COS(=O)(=O)O)O)O)NS(=O)(=O)O)O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O)NS(=O)(=O)O
DrugBank_494,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
DrugBank_495,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O
DrugBank_496,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3
DrugBank_497,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O
DrugBank_498,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F
DrugBank_499,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl
DrugBank_500,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N
DrugBank_501,CC(C)C(C(=O)OCCOCN1C=NC2=C1N=C(NC2=O)N)N
DrugBank_502,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)O)C(=O)O)C
DrugBank_503,C1CN2C(=N1)C3=CC=CC=C3C2(C4=CC=C(C=C4)Cl)O
DrugBank_504,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N
DrugBank_505,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O
DrugBank_506,CC(C1=NC=NC=C1F)C(CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O
DrugBank_507,C[N+](C)(C)CC(CC(=O)[O-])O
DrugBank_508,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O
DrugBank_509,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C
DrugBank_510,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl
DrugBank_511,CCC(CC)(CC(=O)NC1=CC=CC(=C1)C=CC2=NC(=CS2)C3CCC3)C(=O)O
DrugBank_512,CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF
DrugBank_513,CCN(CC)C(=O)NC1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C
DrugBank_514,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC
DrugBank_515,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)F)C
DrugBank_516,C1CNCCN1
DrugBank_517,CCC1(CC(=O)NC1=O)C
DrugBank_518,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N
DrugBank_519,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O
DrugBank_520,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)O)C)O)F)C)F
DrugBank_521,CC(CN1CCN(CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])O.[Gd+3]
DrugBank_522,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O
DrugBank_523,CCCC(C)C1(C(=O)NC(=S)NC1=O)CC
DrugBank_524,C1=CC=C(C=C1)COC2=CC=C(C=C2)O
DrugBank_525,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F
DrugBank_526,CCC(C)C1C(CCC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C
DrugBank_527,CC1CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C
DrugBank_528,COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F
DrugBank_529,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O
DrugBank_530,C1C2CC(C1C=C2)C3NC4=CC(=C(C=C4S(=O)(=O)N3)S(=O)(=O)N)Cl
DrugBank_531,CCOC1=C(C2=CC=CC=C2C=C1)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
DrugBank_532,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl
DrugBank_533,CCC1=NC=CC(=C1)C(=S)N
DrugBank_534,CC(C(C1=CC(=CC=C1)O)O)N
DrugBank_535,C1CCC2(C3CC4=C(C2(C1)CCN3CC5CCC5)C=C(C=C4)O)O
DrugBank_536,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O
DrugBank_537,CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O
DrugBank_538,C1COC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-]
DrugBank_539,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=NC6(CCN(CC6)CC(C)C)N=C25)O)C
DrugBank_540,COCCOCC(CC1(CCCC1)C(=O)NC2CCC(CC2)C(=O)O)C(=O)OC3=CC4=C(CCC4)C=C3
DrugBank_541,CCC1(C(=O)N(C(=O)O1)C)C
DrugBank_542,CN(C)C1C2CC3C(C4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O
DrugBank_543,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
DrugBank_544,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O
DrugBank_545,CC12CCC3C(C1CCC2(C)O)CCC4C3(COC(=O)C4)C
DrugBank_546,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC
DrugBank_547,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
DrugBank_548,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C
DrugBank_549,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F
DrugBank_550,C1=CC(=CN=C1)C(=O)O
DrugBank_551,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O
DrugBank_552,C1=CC(=C(C(=C1)Cl)C=NN=C(N)N)Cl
DrugBank_553,C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN
DrugBank_554,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)F)Cl)N
DrugBank_555,CCCCCCCCCCCCCCCCCCCCCCO
DrugBank_556,CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C
DrugBank_557,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N
DrugBank_558,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C
DrugBank_559,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl
DrugBank_560,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F
DrugBank_561,C1=CC(=C(C(=C1)Cl)SC(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)Cl
DrugBank_562,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N
DrugBank_563,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
DrugBank_564,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)NC(CCC(=O)O)C(=O)O
DrugBank_565,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3
DrugBank_566,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)CNC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6
DrugBank_567,CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2
DrugBank_568,CC1C=CC=CCCC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(C(CCC(CC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O
DrugBank_569,CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C
DrugBank_570,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl
DrugBank_571,CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO
DrugBank_572,C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
DrugBank_573,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O
DrugBank_574,CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O
DrugBank_575,[O-]S(=O)(=O)[O-].[Mg+2]
DrugBank_576,CC(C)OC(=O)CCCC=CCC1C(CC(C1CCC(CCC2=CC=CC=C2)O)O)O
DrugBank_577,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O
DrugBank_578,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl
DrugBank_579,CC1(C2CCC(C2)C1(C)NC)C
DrugBank_580,C=CCN.C1C(O1)CCl
DrugBank_581,CC(=O)NCCCS(=O)(=O)O
DrugBank_582,CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C
DrugBank_583,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC
DrugBank_584,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C(=C2)OC)OC)OC
DrugBank_585,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)F
DrugBank_586,COC1=NC=CN=C1NS(=O)(=O)C2=CC=C(C=C2)N
DrugBank_587,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C
DrugBank_588,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)C(CC2=CC3=CC=CC=C3C=C2)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8
DrugBank_589,CNCC(C1=CC(=C(C=C1)O)O)O
DrugBank_590,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C
DrugBank_591,CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4
DrugBank_592,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O
DrugBank_593,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl
DrugBank_594,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NNC(=O)N3)C4=CC=C(C=C4)F
DrugBank_595,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O
DrugBank_596,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3
DrugBank_597,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2
DrugBank_598,CC(C)OP(=O)(OC(C)C)F
DrugBank_599,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl
DrugBank_600,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC
DrugBank_601,CCOC(=O)NC1=CC2=C(C=C1)SC3=CC=CC=C3N2C(=O)CCN4CCOCC4
